date,close
1,0.5999732613563538
2,0.872825026512146
3,0.9046642780303955
4,0.9235647916793823
5,0.9521332383155823
6,0.9751393795013428
7,0.981879711151123
8,0.9784451127052307
9,0.9853705167770386
10,0.9811292290687561
11,0.9848810434341431
12,0.9875615835189819
13,0.9834507703781128
14,0.9886922836303711
15,0.992268979549408
16,0.9922547340393066
17,0.9934108853340149
18,0.9938494563102722
